id,feedback,tag,label
4207,bike motor not going,,technical_support
4208,bu zibil velolari duzeldin her defe problem yasamayim da gah kiliflenmir gah aktivlesmir gah parking edilmkr. xarablari yigisdirin da artiq deqiqe yazirsiz odenis tutursuz bosuna geri de qaytarmirsiz. bu probkemleri aradan qaldiri. adam kimi sure bilek day,,customer_support
4209,sükanda əyrilik var və ön təkər sanki oynayır sürəndə,Front wheel,technical_support
4210,velisipedin pedali firlanmadi,,technical_support
4211,Pedallarin firlanmasinda problemler var,,technical_support
4212,bikes need repair,,technical_support
4213,сломаны скорости,,technical_support
4214,sürət qutusu harabdır,,technical_support
4215,bəzən ağırlaşır,,technical_support
4216,"when i paused, the time kept going",,customer_support
4217,Təklif:günlük paket 2 saat variantı da olsa yaxşı olar. Yasamal Tbilisi prospekti Çıraq plaza qarşısında olsa yaxşı olar.,,other
4218,"bu da xarabdir, men 30 deqdir velo sure bilmirem",,customer_support
4219,birde surmemey dileyi ile,,other
4220,sürət hərəkətlə sinxron deyil. çox və ya az göstərir,,technical_support
4221,stoykaya baxis z.o,Other,technical_support
4222,а как же скидка на первую поездку?,,other
4223,Скутер не работает,,technical_support
4224,Where is the parking,Other,other
4225,"после долгих попыток, покататься все таки смогли,но электро велики у вас тупят",,technical_support
4226,saxlama üçün qoyulan dəmir qırıqdır. birtəhər söykəyib saxladm,,technical_support
4227,нет грипса,,technical_support
4228,lock doesnt work,,technical_support
4229,тяжело едет,,technical_support
4230,çsçs,,other
4231,"The technical problem make me pay more ,how do you say?",Other,customer_support
4232,Сиденье сломанное,,technical_support
4233,qimet coz bahadi,,other
4234,"Cannot end the Rime, however the vehicle is locked and parked in the parking area",Other,customer_support
4235,yaxaidir,,other
4236,Parklanma ərazisi deyil güya bura nədir? Hər dəfə eyni problem,Other,customer_support
4237,"I park at Crescent mall station , can’t end my ride, shows you are not in a parking zone",Other,customer_support
4238,qiyməti biraz aşagı eləsəz əla olar,,other
4239,batareyasi bitmis velosibete neye gore pul odemeliyem islemedi surmedim,,customer_support
4240,Süretler (transmissiya) ve oturacaq problemlidiler,Saddle,technical_support
4241,Gedisi sonlandirmaq olmur,Other,customer_support
4242,zvanoqu yoxdu,,technical_support
4243,Skuterin batareyasi bitdi yaxinda olan parklanmada saxladim indi gedishi sonlandira bilmirem,Kickstand,customer_support
4244,tərpənmirdi,,technical_support
4245,pedarli qiriqdi,,technical_support
4246,Fasilə bölməsi aktiv olmur,,customer_support
4247,əşyam qalmışdı çanta,Other,customer_support
4248,ressamlik akademiyasinin qarsisinda dayanacaq olsa ela olar.,,other
4249,mamidul,,other
4250,Не могу на паузу поставить,Firmware,customer_support
4251,Sürət ötürücü trosu,Other,technical_support
4252,no gear?,,technical_support
4253,sep xarabdir,,technical_support
4254,nezaret edin vololar xarabdi,,technical_support
4255,ekran açılmır,,technical_support
4256,ruk oz yerinden chixir,,technical_support
4257,Hərəkət etdirə bilmədim bitirdim,Brakes,technical_support
4258,Lock demiri eyridir,Other,technical_support
4259,Səbət qırıq,Other,technical_support
4260,Islemir Ancag Bloklanir,,technical_support
4261,Xəritədə İçərişəhər önündəki velo zolaq yanlış göstərildiyi üçün yanlışlıqla tərs yola girdim,,customer_support
4262,dorogo,,other
4263,Sükan çox ağırdı çetin dönür,Handlebar,technical_support
4264,gedişi bitirmək olmur,Other,customer_support
4265,"itlər öldürürdü az qala))) bunkara mikro sensor qoyun, itləri qovmaq üçün",,other
4266,"velosiped xarab olub getmir,əlimdə daşımışam.Zəhmət olmasa məbləgi geri qaytarın",,customer_support
4267,islemirdi bu velosiped bos bos pulumuda cixdi,,customer_support
4268,"ÇOX BƏRBAT!!! yolda surət məhdudiyyəti verir 11km/h qalxmaq olmur. 2 günə qədər belə deyildi, bu nə yenilənmədi?!",,customer_support
4269,remove this from here. it doesn’t work,,technical_support
4270,"сцепление не работает, всю дорогу ездил боясь что щас упаду и какая та машина разобьёт меня,",,technical_support
4271,too slow. should've been at least 35 km/h,,other
4272,sagol,,other
4273,indiyə qədər sürdüyüm ən yaxşı e-bike,,other
4274,Dayaq qırılıb \nAnbara,Other,technical_support
4275,sınıqdl rolu,,technical_support
4276,✌🏻,,other
4277,superdi😍😘,,other
4278,"Salam 15:30dur ama vele açılmır,",Other,customer_support
4279,"не работает, не двигается с места",,customer_support
4280,pedal təsüf ki yoxdur..!,Other,technical_support
4281,Gidiş bitirilmiyor,Other,customer_support
4282,Sürət ötürücü bərbad vəziyyətdədir,Lose/worn parts,technical_support
4283,"İşdəmir başınıza dəysin,",,technical_support
4284,durma ayaqcığı qırılıb,,technical_support
4285,mooore s ooters pls,,other
4286,Отключился и не работает,Electrical system,technical_support
4287,"mən sürmədim xarab idi deyə, zəhmət ol asa ödənişi qaytarın",,customer_support
4288,batareyası tətbiqdə göstərir. amma bitib,,technical_support
4289,Замок,Other,technical_support
4290,"Sürət yığmaq həddindən artıq problematikdir, düz yerdə 20 km/s belə yığmaq mümkünsüzdür. Üstəlik sükan da yuxarı-aşağı tərpənir.",,technical_support
4291,less bike road,,other
4292,Sidenka qiriqdi,Other,technical_support
4293,"kilidi xarabdu 10deq oynamisam, oturacagida xarabdi asagiya surusur.  birde istifade etmerem sagolun",,technical_support
4294,pedalinda problem var herden atir,,technical_support
4295,Getdiyi yerde dayandı süretde ise 21 km gösterir,Motor,customer_support
4296,🚀,,other
4297,They don’t work,Pedals,technical_support
4298,"velosiped işə düşmədi, gediş başladı ama kilid açılmadı",,technical_support
4299,ciyildəyirdi,,technical_support
4300,"the app was buggy. I can't follow my blip on the map - I have to press the location button constantly. also, the ""out of zone"" popup popped up constantly, even though I wasn't trying to park",,customer_support
4301,rolu əyridir çox narahatdır əyri gedir sürmək olmur!,,technical_support
4302,Не могу закрыть,Chain,customer_support
4303,gediş baş tutmadı,,customer_support
4304,expensive!!!,,other
4305,sala,,other
4306,Padnojka qırığ,Other,technical_support
4307,the seat is not clamping properly and sliding downward.,,technical_support
4308,rull əyridir,,technical_support
4309,Anbara sol Şatun bolt çıxardılıb ebikeye bağlanıb,Pedals,technical_support
4310,digər velosipedler işləmədiyi üçün mende surmedom,,other
4311,Ogurlanib,Firmware,customer_support
4312,✅,,other
4313,такси стоит столько же. и зачем вы тогда нужны?,,other
4314,sükanda problem var. əyridir,,technical_support
4315,çox sürətlidi,,other
4316,Hamsi xarabdi,Motor,technical_support
4317,GPS error. Unlock,Ignition,customer_support
4318,очень классная поездка!❤️,,other
4319,Arxa əyləc qırıq. anbara,Other,technical_support
4320,"tormuzları zəifdi, sürüşür",,technical_support
4321,çirkli,,technical_support
4322,saz deyil,,technical_support
4323,👌🏼👌🏼👌🏼,,other
4324,İŞLƏMİRREE,Other,technical_support
4325,Unable to end!!! I am near the bike. Location is on,Firmware,customer_support
4326,pedal eyri,,technical_support
4327,this app very amazing. it is very helpfull,,other
4328,çox bahadır.Hər dəfə 1.2₼ nəyə görə depozit çıxılır?,,customer_support
4329,işləmirdi kartımdan boşuna pul çıxıldı. velosiped getmir pulumu geri qaytarın,,customer_support
4330,Velosiped sonub gediwide biture bilmirem,Battery,customer_support
4331,teze velosipedlerivizin oturacagı daha rahatdı,,other
4332,başa düşmürəm. niyə işləmir. bu hal tez-tez baş verir. problem olmaya-olmaya kilidlenir,,customer_support
4333,pedala basanda yerinden goturmur.,,technical_support
4334,rol pisdir,,technical_support
4335,Sep cixmisdi taxdim matordandi arxani sokmek lazimdi,Vandalism,technical_support
4336,не работает электродвигатель,Battery,technical_support
4337,Sönmür həpədə,Firmware,customer_support
4338,spidometri düzgün gostermir. Ozu özünden çaxır təkərlər,,technical_support
4339,The basket is noisy and needs fixing tighter!,,technical_support
4340,maşının skorosu işləmir,,technical_support
4341,Ekran sınıqdı,Vandalism,technical_support
4342,mator arada dayanir bir dene normal isleyen elektrikli yoxfu da !!,,technical_support
4343,"it was just a piece metal garbage I was trying to ride and it barely moved on a flat asphalt. torment, nothing more.",,technical_support
4344,BU SKUTER ÇOX TƏHLÜKƏLİDİR!!! Qaz pedalı ilişib qalır tormoz verəndədə beyni qarışır ya nədirsə çox ani tormoz verib yıxır adam və qəribə şəkildə tormoz və qaz eyni vaxtda işləyir,,technical_support
4345,Lock eyilib acilmir baglanmir,Other,technical_support
4346,bu skuterin zengi ishlemir,,technical_support
4347,can’t end ride,,customer_support
4348,"oturacaq tənzimləməsi 0, təmizlik 0",,technical_support
4349,💀,,other
4350,tormozlari cox zeifdir,,technical_support
4351,velosipedin oturacağının borusu əyilmiş vəziyyətdə idi ən yaxındakı digər velosipedə gəlmək üçün istifadə etdim,,technical_support
4352,zaryatqa qutardi,,technical_support
4353,не один велик не работает,,technical_support
4354,Anbara qırılıb,Saddle,technical_support
4355,sepi yerinden çıxıb,,technical_support
4356,"əla, yeni elektrik velosipedləri cox bəyənirəm. rahatdirlar.",,other
4357,rol əyilib,Other,technical_support
4358,getmədi velo xarab idi,,technical_support
4359,Vilkada bosluq var anbara getmelidi,Other,technical_support
4360,sağ əyləc sıxılandan sonra buraxdıqdan 5 saniyə boyunca təkəri sıxır,,technical_support
4361,parking zone oldugum zaman deyir men orda deyilem,,technical_support
4362,pedalı sınıq idi bəyənmədim,,technical_support
4363,Parkin ede bilmirem 20 deyqedir,Kickstand,customer_support
4364,zaryatqa cox tez bitdi,,technical_support
4365,Anbara Şatun əyridir.hərəkətə mane olur,Pedals,technical_support
4366,yarı yolda qoydu,,customer_support
4367,qiymət bahadır. insafınız olsun,,other
4368,signal movcud deyil,,technical_support
4369,tormoz işləmir!,,technical_support
4370,qabaq tekerde cuzi problem var. Ses edir gedende,,technical_support
4371,"Just one word, Perfect!",,other
4372,pedallarda narahatlıq var idi təcili!,,technical_support
4373,sebetin boltu dusub,,technical_support
4374,"arxa təkəri nəsə döyür, narahatdir",,technical_support
4375,Velosipedin təkərləri və pedalları məndən öncə palçığa bulaşıb,,technical_support
4376,cox sagolun,,other
4377,"Ещё нет остановки у моего дома, в официальном парковочное месте",Battery,other
4378,2 ci skorost düzgün işləmir,,technical_support
4379,ifajij was better,,other
4380,"Sol pedal yoxdur,şatun sarvatdı",Pedals,technical_support
4381,əyləc zəif işləyir,,technical_support
4382,Səbət çox səs edir,,technical_support
4383,skuterlerin sarjlari cox azdi,,technical_support
4384,"Zənciri səs edirdi, minəndən axira kimi.ona görə tez təhvil verdim",,technical_support
4385,işləmir düz əməlli,,technical_support
4386,pedals are jammed. impossible to drive almost,,technical_support
4387,batareyası qəflətən endi minimuma,Other,technical_support
4388,qiymət bahadır!,,other
4389,parkovka yoxdur,,other
4390,Pace menu and ride is not started,Other,customer_support
4391,it does not work,,technical_support
4392,sepi qırıq idi,,technical_support
4393,велосипеды очень грязные,,technical_support
4394,pedal fiflanmirm rul.əsir. pozor,,technical_support
4395,xarabdi,,technical_support
4396,"ela, oturacaq duzeldilmelidir",,technical_support
4397,ramaa eyilib,,technical_support
4398,Zəncir açılıb,Chain,technical_support
4399,Anbarda di,Other,technical_support
4400,"bomba kimi,yoruldum",,other
4401,yerindedir😄,,other
4402,gozelidi,,other
4403,sukan əyridir,,technical_support
4404,ive stopped the bicycle around 20 mins ago BUT IT STILL COUNTS TIME. please solve my issue i beg you. ive took the pic but now im in the mall,QR code,customer_support
4405,Velosiped ümumiyyətlə işə düşmədi,Ignition,technical_support
4406,"it is about momey, it is to much for this road",,other
4407,Scooterpark yerinde ama app bunu görmüyor uzaksın diyor,Other,customer_support
4408,Я не в запретной зоне с великом но показывает что я в одном месте а он в другом,Electrical system,technical_support
4409,"deqiqesi 14 qepik qeyd etmisiz,hec 3 deqiqe getmediyim ola 1,56 cixir bu ne demekdi?!!!!pulumu balansima qaytarin derhal!",,customer_support
4410,leading to the,,other
4411,поставьте велики у гелебе кругу,,other
4412,baslatmaq olmur kilid acilmir,,technical_support
4413,eshya qoyma hissesi qiriqdi ve suren zaman  cox pis ses verir,,technical_support
4414,1ggvxxfjj,,other
4415,bicycle is not working,,technical_support
4416,Battery zəif idi pedalları işləmirdi çox qeyri-peşəkar rejim !,,technical_support
4417,Çox zəifsi,Brakes,other
4418,"Едет очень медленно, несмотря на то что я не в запрещенной зоне",Other,technical_support
4419,velonun sol eyleci yaxsi islemir ve umumiyyetle velo esirdi,,technical_support
4420,10293 oturacaq sixan qirilib anbara getmelidi,Vandalism,technical_support
4421,getmir yaxsi,,technical_support
4422,"too expensive, I would rather take a taxi",,other
4423,bu işləmir,,technical_support
4424,qardaş toemuzu xarabdı tehlükelidi,,technical_support
4425,Chox gozel layihedir.,,other
4426,sürət keçirici nasazdır.,,technical_support
4427,навигация работает не исправно. на парковочном месте не возможно завершить поездку. уже второй раз сталкиваюсь,,customer_support
4428,Batareyada problem var getmir xaiş edirəm bağlayın,Battery,customer_support
4429,"Arxa əyləc trosu, tros kabeli qırığdı",Brakes,technical_support
4430,Krılonun sol şrupu yoxdu,Rear wheel,technical_support
4431,Hərəkət etmirdi yalannan ca p,Rear wheel,technical_support
4432,lock mexanizmi ve skoruslar xarabdi,,technical_support
4433,один из тормозов неисправен,,technical_support
4434,balansimfan cixmir pulu,,customer_support
4435,"а зоне охвата нужно сообщать, что бы потом не приходилось тащить в гору пока не очнеься",,other
4436,pedal səs edir,,technical_support
4437,qiymətlər bir az daha münadib ola bilər,,other
4438,brake is not working properly,,technical_support
4439,eylecde problem var,,technical_support
4440,"gear sisteminde problem var, zencirden qeribe sesler gelir 3e atanda",,technical_support
4441,Mator üçün gəlib,Motor,technical_support
4442,istifadeye yararsizdir,,technical_support
4443,velosiped zolaqlarının üzərində maşın saxlanılır,,other
4444,Qabaq bolt yoxdur,Vandalism,technical_support
4445,bahadı balansda pul bitəndən sonra işim belə olmaz,,customer_support
4446,Cox süper,,other
4447,teker atır tutur. xarabdi,,technical_support
4448,19km написано было быстро села зарядка,,customer_support
4449,"Sepi çıxıb, oturacağı kəsilib sanki, dayağı əyilib",Vandalism,technical_support
4450,velosipedin sükanı və təkəri düz deyik,,technical_support
4451,"Velosipeddə əyləci basandan sonra elektrik mühərriki sönür, 15-20 metr manual hərəkət etdirmək lazımdır ki aktivləşsin",,technical_support
4452,The seat and speed level control are broken,,technical_support
4453,ön təkərdə palçıqdan qorumaq üçün olan dəmir sınıb,Vandalism,technical_support
4454,"Rulavaoy,texniki baxış z.o",Other,technical_support
4455,unlock çox vaxt aparıb,,customer_support
4456,doesnt work makes sound,,technical_support
4457,biraz ucuz olsa çox yaxşı olar,,other
4458,Sağ tormoz işləmir və ümümi qabaq təkəri əyridir sağa meyilli sürmək çox çətin idi,Electrical system,technical_support
4459,Şatun yeyilib anbara getməlidir,Pedals,technical_support
4460,brakes are dangerous,,technical_support
4461,zədəlidir,,technical_support
4462,low power,,technical_support
4463,ayaq tormozu tutmur ve qoruyucular ses edir,,technical_support
4464,"Əyləcler bərbad vəziyyətdədir sıxmaq olmur hemde zeif tutur, sükanda eyridi ümumi baxım tələb edir",,technical_support
4465,alxmam,,other
4466,"Velosiped bərbad gündədi. Zəhmət olmasa, nərimanov ərazisinə skuter gətirin.",,other
4467,Ötürücüsü nasaz idi.,,technical_support
4468,Təkərdə problem olduğu üçün qaytarmalı oldum,Rear wheel,technical_support
4469,əyləclər işlək deyildi,,technical_support
4470,rul duz deyil surende,,technical_support
4471,отличная была поездка,,other
4472,islemir 5 deq vaxtim gedir,,customer_support
4473,nə əyləc nə də ötürücü işləmir,,technical_support
4474,Velosiped yanımda olmağına baxmayaraq gedişi sonlandıra bilmirəm,Other,customer_support
4475,yüksək səviyyədə,,other
4476,please refund the money as the bike was not riding automatically.,,customer_support
4477,bəgenmedim,,other
4478,hhh,,other
4479,bu pisdi yaxis islemir,,technical_support
4480,"Oturacaqda problem var, qabağ sağ təkərdə səs gəlir, veloda əyrilik var sağa meyillənir",,technical_support
4481,i was not able to use it,,customer_support
4482,zaryatka pusto,,technical_support
4483,Park ede bilmirem,Kickstand,customer_support
4484,İlk gedişdə endirim olduğu bildirilmədi. Yeni qeydiyyatdan keçənlərə xəbərdarlıq olunsa yaxşı olar,,other
4485,skorost,Other,technical_support
4486,istemir xerebdi,,technical_support
4487,ön təkər,Other,technical_support
4488,sürmək olmur,,customer_support
4489,tormuzları tutmurdu,,technical_support
4490,sürə bilmədik,,customer_support
4491,Ishigforda ve ya manea ile ratslashdida oz-ozune kilide dushur. qalirsan yolun ortasinda bundan oncekindede rol nasaz idi soz bu velosipetleri yoxlamadan neye gore gonderirsiz?,,customer_support
4492,gear speed switch doesn't work properly,,technical_support
4493,velosipedin oturacağı xarabdır. sürə bilmədim.,,technical_support
4494,biabırçılıq,,other
4495,needs urgert repair,,technical_support
4496,kilitlenmir!!,,customer_support
4497,"Şatun dəyişilməlidi , rezba yeyilib .",Other,technical_support
4498,arxa tormusunda takildi var,,technical_support
4499,güzgü əlavə edin yenilərinə,,other
4500,Möhtəşəm 🤌,,other
4501,oturacağın kilid detalı dəyişməlidir,Other,technical_support
4502,break not working good,,technical_support
4503,Əyləc sıxılı qalır,Other,technical_support
4504,test anbar,,technical_support
4505,Gps problemi var .,Electrical system,technical_support
4506,"4 ulduz, çünki telefonu qoymaq üçün tutacaq yox idi yeni versiya veloda, buna görə də google mapsa daxil olmaq üçün telefonu daim əlimdə tutmalı oldum. 1 əlli sükanı saxlamaq və eyni anda telefona baxmaq çətindir",,other
4507,bunlar islemir go-ya basdigim zaman getmir,,technical_support
4508,yenilər çox əladır! həm yüngül həm də gedişi rahat bitirmək olur,,other
4509,"issue with pedals, small touch accelerating",,technical_support
4510,"arxa tekerde nasazliq var , velosipedi suretlenmeye qoymur , bezen duzelir , bezen yox",,technical_support
4511,bu nedi yordu bizi surenmedik hec sikayet elyecen,,customer_support
4512,hərəkət etmor,,technical_support
4513,super bütün velolar bele süretli olsun,,other
4514,pedalda problem var idi,,technical_support
4515,Sepi qiriqdi sure bilmedim,Other,technical_support
4516,25 ile sürmek mümkünsüzdü. Çox yoruldum. Sol əyləc isə işləmir,Electrical system,technical_support
4517,Ötürücü işləmir anbara,Gears/transmission,technical_support
4518,oturacaq requlirovka qulpu siniqdi,,technical_support
4519,battery wa too low for speed and I had to come miles back as there was nowhere to park. I may have well had just walked.,,customer_support
4520,Oturacaq borusu yoxdur,Other,technical_support
4521,sideni qiriqdi,,technical_support
4522,Rulavoy oynuyur,Other,technical_support
4523,bj,,other
4524,18 km enerjisi olmasına baxmayaraq 1 km gedəndən sonra enerji sıfıra düşdü. pedallar ağırlaşdı. əgər bu yaşıl velosipedlər kimi gedəcəksə mən niyə elektron üçün pul ödəyirəm?,,customer_support
4525,"ужасно, не работает, 20 минут не могу отменить, хочу связаться с оператором",,customer_support
4526,Velo yollarənda bəzi yerlərdə çuurlar var bu insanı narahat hiss etdirir. Və  bəzən yaşıl velosiped tapmamaqda çətinlik çəkirəm Nərimanov rayon İcra Hakimiyyətinin yanındakı dayanacaqda,,other
4527,bozuk bisikletinizi süremedim hala para almışsınız,,customer_support
4528,"güzgü olsa yaxşı olardı, arxanı görmək olmur.",,other
4529,Не работает замок,Other,technical_support
4530,"xəritə qoyulmalıdır, bir anda dayanır.",,customer_support
4531,"krilosunin surupu yoxdu, krilo tekere surtulur",,technical_support
4532,sdenya qalxmir,,technical_support
4533,Sönmür pulum gedir və vaxtim,Motor,customer_support
4534,Parklama götürmür,Kickstand,customer_support
4535,içindən çox bərk səslər gəlir,,technical_support
4536,"pedal fırlanır, təkəri tərpətmir",Chain,technical_support
4537,Kilidi necə açmaq olar,Kickstand,customer_support
4538,Oturacaq sıxan . kilid,Other,technical_support
4539,qabaq işıq yanmırdıh,,technical_support
4540,"велосипед нуждается в ремонте, цепь дребезжит",,technical_support
4541,stoykasi dayanmir. sallanir,,technical_support
4542,скрипит,,technical_support
4543,Parklanma,Other,customer_support
4544,kilid problemi,,technical_support
4545,Ümumi baxış keçirilməlidir.,Other,technical_support
4546,siqnal işləmir düzəldilməsi lazımdı. sürməyə başlayandan bir neçə dəqiqə sonra ekranda qırmızı işıq yandı bloka düşdü.. təhlükəli vəziyyət yaratdı yolun ortasında..,,customer_support
4547,очень понравилось!,,other
4548,sometimes i couldn’t unlock my bike,,customer_support
4549,Əla olardı daha çox parkovkalar olarsa,,other
4550,"Sol pedal eyridir. Arxa eylecin trosu cixib, yalniz qabag eylec ishleyir.",,technical_support
4551,Aşağı sala bilmirem,Saddle,customer_support
4552,тормоз,,technical_support
4553,add more parking areas and improve comfortable riding please,,other
4554,oturacagı laxlayırdı ona görə dəyişirəm,,technical_support
4555,Active olmur,Handlebar,technical_support
4556,berbat vəziyyətdə,,technical_support
4557,gedise baslamir,,technical_support
4558,Gps işləmir. Səhv göstərir,Other,technical_support
4559,Bitmir,Display,customer_support
4560,End my ride,Dirty,customer_support
4561,vovvv,,other
4562,Açar işarəsi yanır,Display,technical_support
4563,cunki yol boyunca eyri rolla mubazire aparmisam masin,,technical_support
4564,tekerleri agir gedir,,technical_support
4565,20 dəqiqə vaxtım qalıb xəta verir parkingə apara bilmirəm,Other,customer_support
4566,nese pedal problem var idi deyesen,,technical_support
4567,sğ tormuzda qəza şəraiti yarada biləcək problem var. ikinci velodu eyni problemlə,,technical_support
4568,sürət 15,,other
4569,"газ не прожимается будто обычный велосипед вожу а не электрический  , 1 звезда за то что спортом позанимался",,technical_support
4570,on teker,Electrical system,technical_support
4571,Keyfiyyət əladır. Dönmə işıqlarının olması sizi digərlərindən fərqləndirir. Həmişə by keyfiyyətin belə qorunarsa lap əla olar.,,other
4572,gediş sonlanmadi xaiş balansdan vesait cixmayin,,customer_support
4573,Parking etmişik ama sonlanmır,Other,customer_support
4574,velosiped hər dəfə fərqli yerdə görsənir.,,customer_support
4575,inoqda perestayot rabotat i rabotayet tolko manually,,customer_support
4576,"5 dəqiqə vaxtım gedib gedişi bitirib velosipedi saxlayanda, kilidli olduğu halda kilidli olmadığını deyir application mənə, çox narazıyam",,customer_support
4577,parklama yerlərniz coxaldin,,other
4578,kilidi başa salin,,other
4579,"Закончилась зарядка. Что делать? Не могу завершить поездку. Написано было 2 км, я проехал 300 иетров",Battery,customer_support
4580,yeni velosipedler eladir!,,other
4581,Oturacağı qırığdı,Chain,technical_support
4582,oturaq hündürlüyü tənzimlənə bilmir,,technical_support
4583,Правый тормоз мёртвый,Brakes,technical_support
4584,rull problemli,,technical_support
4585,Acar isaresi var idi getmirdi,Electrical system,technical_support
4586,Kilidi qiriq anbara gripsler yoxdur,Other,technical_support
4587,Sep yoxdur qırılıb,Other,technical_support
4588,pis gunde,,other
4589,tormozu ses cixardir ve tormoza basanda cox sert dayanir,,technical_support
4590,siqnal işləmir,,technical_support
4591,niye parklanma yoxdu her yerde,,other
4592,Vilka eyilib disk ezilib krlo qiriq,Vandalism,technical_support
4593,Parklanma yerinde saxlayiram velonu basqa yerde gostərir,Kickstand,customer_support
4594,rulavoyda orablem var,,technical_support
4595,Burda niyə bağlamaq olmur?,Other,customer_support
4596,səbəti çox səs eliyir,,technical_support
4597,самоката нет в близе обошёл во круг но нету,,other
4598,"bilirəm bəzi komponenlər məcbur olmalıdı, amma yenə də velosiped çox ağırdı yoxuşlarda qalxmaq çox çətindi(3 ""skorus""un hər birində) hətta 28dən elmlərə qalxmaq üçün profesional olmaq lazımdı, necəsə çəkisini azaltmaq mümkün olsa çox gözəl olar",,other
4599,səpət qırılıb,,technical_support
4600,skorus işləmir 3cü də,,technical_support
4601,Sonlandırmaq istəyirəm götürdüyüm yerdə,Other,customer_support
4602,все хорошо,,other
4603,sükan agir işləyir,,technical_support
4604,suret karibkasi normal iwlemir,,technical_support
4605,işığıandırmasi yixdu,,technical_support
4606,muhərriki işləmir pulumu geri iade edin,,customer_support
4607,1 ve 2-ci suretde pedallar bosalir,,technical_support
4608,Velosiped yari yolda ozu dayandi ve ise sala bilmirem ne de parking zinada deyilem . Bunu kilidden acin,Electrical system,customer_support
4609,"Önündəki səpət yellənir, duracaq dəmiri əyridir",Other,technical_support
4610,Невозможно поднять сидение,Saddle,technical_support
4611,KİŞİSƏN,,other
4612,yixildim yere elim sindi Sen ol cibobombez,,other
4613,"rul silkələnir, laxliyir təhlükəlidi.",,technical_support
4614,I couldn't take a picture,,customer_support
4615,pul çixir balansdan 10m çixdi,,customer_support
4616,yalannan zaretkasi var. tok komey elemir,,technical_support
4617,cox raziyiq,,other
4618,Нормально парковки не работают,,customer_support
4619,nsns,,other
4620,sistem donur,,customer_support
4621,самокат не ехал,,technical_support
4622,Kilid bağlı olduğu halda fasilə verə bilmirəm,Other,customer_support
4623,no tyre,,technical_support
4624,Yene eyni problem . Men getmeliyem deye gozlemirem xais edirem parklanmani sona yetirersiz ve itmis deqiqelerimi kinoensasiya edersiz saqolun,Kickstand,customer_support
4625,tekeri xarabdi,,technical_support
4626,Baterya çıxmır,Other,technical_support
4627,не работает фиксатор сиденья,,technical_support
4628,Bağlanmır sönmür,Gears/transmission,customer_support
4629,repair your map. sooo bad experience,,customer_support
4630,cox yavas gedirdi,,technical_support
4631,süret gösteren siniq idi,,technical_support
4632,çox pis adamı soyursuz!,,customer_support
4633,Tormuz bloku dagilib,Other,technical_support
4634,jdjs,,other
4635,алала,,other
4636,very high price,,other
4637,Sepi yoxdur anbara getmelidir,Other,technical_support
4638,velosiped seher ucun rahat deyil suretlenmesi cox cetindir,,other
4639,doesn't start,,technical_support
4640,просто офигенное!,,other
4641,nese ses gelir tekerlerden,,technical_support
4642,Velosipedin Rolu ayri yere baxir tekeri ayri yere gedir. 80% teze ebikeler bu veziyyetdedir zehmet olmasa texniki baxişi artirin .,,technical_support
4643,"park etmek yadımdan çıxıb, ve kartımdan pul çıxır dayandırın onu",Kickstand,customer_support
4644,Bağlançırrr,Other,customer_support
4645,rul krivoy,,technical_support
4646,Stop işığın krişkası qırılıb.Anbara getməlidir.,Gears/transmission,technical_support
4647,oturacağı tənzimləmək çətindir,,technical_support
4648,Grips,Other,technical_support
4649,"много чего потрепано, но левый рычаг тормоза и вовсе посередине надломлен",,technical_support
4650,sürət artırmaq yeri hardadı bunun,,other
4651,skuturlarin sayini artirin  zehmet olmasa  cox yerde yoxdu,,other
4652,duracaq demir dayagi siniqdi,,technical_support
4653,zeif gedir,,technical_support
4654,taksi 3.10 qəpik idi.Velosiped üçün baha qiymətdir.Belə baha qiymətlə mobillik o səbəbdən aşağı səviydədir.,,other
4655,Does not move.,Pedals,technical_support
4656,а топмоз не работает,,technical_support
4657,Я поставил скутер на паузу а он сам прекратил поездку,Other,customer_support
4658,Bəs metro işçisi üçün pulsuz idi,,customer_support
4659,Park olmur,Kickstand,customer_support
4660,Salam zəhmət olmasa bu qədər niyə yazın ki velo,Firmware,customer_support
4661,sisteminiz yaxsi islemir,,customer_support
4662,Dinama şunuru yerindən çıxıb,Lights,technical_support
4663,педаль сломалась по дороге 500м толкал велосипед,,customer_support
4664,Zaretkası bitib dayandıra bilmirem,Electrical system,customer_support
4665,Anbara kilid,Vandalism,technical_support
4666,arxa tormiz ishlemir. qabaq tormuz berk ses cixarir,,technical_support
4667,Arxa tekerden ya da sepden səs gəlirdi. Sürət bəzən qalxmırdı çox,Rear wheel,technical_support
4668,Düzgün işləmirdi,,technical_support
4669,skorost  baxis z.o,Gears/transmission,technical_support
4670,Salam zaryatqası bitdi istifadə etmek mümkün deyildi ona görə fasile rejimine atdım,Ignition,customer_support
4671,dəhşət ağırdı ve süretlidi,,other
4672,oturacaqi qalxmir,,technical_support
4673,heç bir parklama yerində saxlamaq olmur bu qədər özbaşınalıq olmaz,,customer_support
4674,Apar2692 serialı velosipedde batareyası ses salır,Battery,technical_support
4675,bir az ucuz edin,,other
4676,süret çoxdu,,other
4677,Sdeniyanın açıb bağlayan hissesi qırılıb,Lose/worn parts,technical_support
4678,j by,,other
